Node300,0,5190.664999999995,2955.5245785713196,0.9766204125448779
Node300,1,5184.202499999997,2959.0320570468903,0.9769277837261318
Node300,2,5220.399999999995,3057.4764952659607,0.9784747972984591
Node300,3,5230.027499999999,5291.965598344803,0.9770830868975594
Node300,4,5259.032499999996,3012.906835794449,0.9769541630104887
Node300,5,5212.924999999998,2987.544427394867,0.976683772040203
Node300,6,5260.6399999999985,3358.1304008960724,0.9765646102541997
Node300,7,5197.929999999995,3029.130162000656,0.977403357090648
Node300,8,5229.059999999994,3064.0730979442596,0.9764322577762151
Node300,9,5207.272499999996,3070.1037855148315,0.9758320621220569
